Filename,Epsilon,Mu,Sigma,TanD,TanDFreq,EpsInfinity,DispModelEps,DispCoeff1Eps,DispCoeff2Eps,UseGeneralDispersionEps,ThermalConductivity,ThermalConductivityX,ThermalConductivityY,ThermalConductivityZ,HeatCapacity,ThermalExpansionRate,Emissivity,YoungsModulus,PoissonsRatio,Rho
Rogers TMM 4 (lossy).mtd,4.7,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers TMM 6 (loss free).mtd,6.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers TMM 6 (lossy).mtd,6.3,1.0,N/A,0.0023,10.0,N/A,None,N/A,N/A,False,0.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers XT8000 (loss free).mtd,3.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers XT8000 (lossy).mtd,3.3,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers XT8100 (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rogers XT8100 (lossy).mtd,3.5,1.0,N/A,0.0049,10.0,N/A,None,N/A,N/A,False,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Rubber.mtd,3,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.16,N/A,N/A,N/A,2.0,77,N/A,0.05,0.49,930
Sandy Soil (dry).mtd,2.53,1,N/A,0.0036,10.0,N/A,None,N/A,N/A,False,0.2,N/A,N/A,N/A,0.8,N/A,N/A,N/A,N/A,1550
Sandy Soil (wet).mtd,13,1,N/A,0.29,10.0,N/A,None,N/A,N/A,False,1.0,N/A,N/A,N/A,1.5,N/A,N/A,N/A,N/A,1800
Schott AF 32 eco.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott B 270 i.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott B 270.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott BOROFLOAT 33.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott D 263 T eco.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott FOTURAN II (ceramized 560C).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott FOTURAN II (ceramized 810C).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott FOTURAN II (glass).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott LaSF35.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott MEMpax.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-LAF7.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-LAK22.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-SF11.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-SF4.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-SF57.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-SF6.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott N-SF66.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott NEXTREMA 712-3 tinted.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott NEXTREMA 712-6 translucent bluegrey.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott NEXTREMA 712-8 opaque grey.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott NEXTREMA 724-3 transparent.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott NEXTREMA 724-8 opaque white.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott P-LAK35.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Schott RESISTAN_T.mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,True,0,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0
Silicon (loss free).mtd,11.9,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,148,N/A,N/A,N/A,0.7,5.1,N/A,112,0.28,2330.0
Silicon (lossy).mtd,11.9,1.0,N/A,0.00,0.0,N/A,None,N/A,N/A,False,148,N/A,N/A,N/A,0.7,5.1,N/A,112,0.28,2330.0
Silver.mtd,1,1.0,6.3012e007,0.0,0.0,N/A,None,N/A,N/A,False,429,N/A,N/A,N/A,0.23,20,N/A,76,0.37,10500.0
ST37.mtd,1,1000,0,0.0,0.0,N/A,None,N/A,N/A,False,0,N/A,N/A,N/A,0,N/A,0,N/A,N/A,7850
Steel-1008.mtd,1,1.0,7.69e006,0.0,0.0,N/A,None,N/A,N/A,False,59.5,N/A,N/A,N/A,0.48,13.5,0,200,0.29,7870.0
Steel-1010.mtd,1,1.0,6.993e006,0.0,0.0,N/A,None,N/A,N/A,False,65.2,N/A,N/A,N/A,0.45,13.5,0,205,0.29,7870.0
Sulfur Hexafluoride (SF6).mtd,1.002026,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1330
Taconic CER-10 (loss free).mtd,10,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic CER-10 (lossy).mtd,10,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic EZ-IO (loss free).mtd,2.80,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic EZ-IO (lossy).mtd,2.80,1.0,N/A,0.0012,10.0,N/A,None,N/A,N/A,False,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic HT-1.5 (loss free).mtd,2.35,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic HT-1.5 (lossy).mtd,2.35,1.0,N/A,0.0025,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic NF-30 (loss free).mtd,3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic NF-30 (lossy).mtd,3,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-10 (loss free).mtd,10.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-10 (lossy).mtd,10.2,1.0,N/A,0.0025,10.0,N/A,None,N/A,N/A,False,0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-30 (loss free).mtd,3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-30 (lossy).mtd,3,1.0,N/A,0.0019,10.0,N/A,None,N/A,N/A,False,0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-30A (loss free).mtd,2.97,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-30A (lossy).mtd,2.97,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35 (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35 (lossy).mtd,3.5,1.0,N/A,0.0025,10.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35A2 (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35A2 (lossy).mtd,3.5,1.0,N/A,0.0018,10.0,N/A,None,N/A,N/A,False,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35TC (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35TC (lossy).mtd,3.5,1.0,N/A,0.0011,10.0,N/A,None,N/A,N/A,False,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35TCA (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-35TCA (lossy).mtd,3.5,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-41 (loss free).mtd,4.1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-41 (lossy).mtd,4.1,1.0,N/A,0.0038,10.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-43 (loss free).mtd,4.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-43 (lossy).mtd,4.3,1.0,N/A,0.0033,10.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-45 (loss free).mtd,4.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-45 (lossy).mtd,4.5,1.0,N/A,0.0037,10.0,N/A,None,N/A,N/A,False,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-60A (loss free).mtd,6.15,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-60A (lossy).mtd,6.15,1.0,N/A,0.0028,10.0,N/A,None,N/A,N/A,False,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-60TC (loss free).mtd,6.15,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic RF-60TC (lossy).mtd,6.15,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLA-6 (loss free).mtd,2.62,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLA-6 (lossy).mtd,2.62,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-27 (loss free).mtd,2.75,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-27 (lossy).mtd,2.75,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-30 (loss free).mtd,3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-30 (lossy).mtd,3,1.0,N/A,0.0028,10.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-32 (loss free).mtd,3.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLC-32 (lossy).mtd,3.2,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLE-95 (loss free).mtd,2.95,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLE-95 (lossy).mtd,2.95,1.0,N/A,0.0028,10.0,N/A,None,N/A,N/A,False,0.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLF-35A (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLF-35A (lossy).mtd,3.5,1.0,N/A,0.0022,10.0,N/A,None,N/A,N/A,False,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLP-5 (loss free).mtd,2.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLP-5 (lossy).mtd,2.2,1.0,N/A,0.0009,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-0 (loss free).mtd,2.45,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-0 (lossy).mtd,2.45,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-6 (loss free).mtd,2.65,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-6 (lossy).mtd,2.65,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-7 (loss free).mtd,2.6,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-7 (lossy).mtd,2.6,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-8 (loss free).mtd,2.55,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-8 (lossy).mtd,2.55,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-9 (loss free).mtd,2.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLT-9 (lossy).mtd,2.5,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-0 (loss free).mtd,2.45,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-0 (lossy).mtd,2.45,1.0,N/A,0.0012,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-6 (loss free).mtd,2.65,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-6 (lossy).mtd,2.65,1.0,N/A,0.0022,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-7 (loss free).mtd,2.6,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-7 (lossy).mtd,2.6,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-8 (loss free).mtd,2.55,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-8 (lossy).mtd,2.55,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-9 (loss free).mtd,2.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLX-9 (lossy).mtd,2.5,1.0,N/A,0.0015,10.0,N/A,None,N/A,N/A,False,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-3 (loss free).mtd,2.33,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-3 (lossy).mtd,2.33,1.0,N/A,0.0012,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5 (loss free).mtd,2.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5 (lossy).mtd,2.2,1.0,N/A,0.0009,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5A (loss free).mtd,2.17,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5A (lossy).mtd,2.17,1.0,N/A,0.0009,10.0,N/A,None,N/A,N/A,False,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5Z (loss free).mtd,2.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TLY-5Z (lossy).mtd,2.2,1.0,N/A,0.0015,10.0,N/A,None,N/A,N/A,False,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-41 (loss free).mtd,4.1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-41 (lossy).mtd,4.1,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-43 (loss free).mtd,4.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-43 (lossy).mtd,4.3,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-45 (loss free).mtd,4.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TRF-45 (lossy).mtd,4.5,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3 (loss free).mtd,3.0,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3 (lossy).mtd,3.0,1.0,N/A,0.0011,10.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3b (loss free).mtd,3.0,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3b (lossy).mtd,3.0,1.0,N/A,0.0011,10.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3M (loss free).mtd,2.94,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Taconic TSM-DS3M (lossy).mtd,2.94,1.0,N/A,0.0011,10.0,N/A,None,N/A,N/A,False,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Tantalum.mtd,1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,57.5,N/A,N/A,N/A,0.14,6.6,N/A,186,0.35,16650.0
Tin.mtd,1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,66.6,N/A,N/A,N/A,0.23,20,N/A,41.1,0.33,7300.0
Tungsten.mtd,N/A,1,1.89e7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,173,N/A,N/A,N/A,0.134,4.5,0,411,0.28,19250
Vacuum.mtd,1.0,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
Water (Debye Model).mtd,78.4,1.0,N/A,0.0,0.0,3.1,Debye1st,78.4,8.27e-12,False,0.6,N/A,N/A,N/A,4.2,N/A,N/A,N/A,N/A,1000
Water (distilled).mtd,78.4,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.6,N/A,N/A,N/A,4.2,N/A,N/A,N/A,N/A,998
Water (sea).mtd,74,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.6,N/A,N/A,N/A,4.2,N/A,N/A,N/A,N/A,1025
Water liquid (20C) (CHT).mtd,78,0.999991,1.59,0.0,0.0,N/A,None,N/A,N/A,False,0.5986,N/A,N/A,N/A,4.1842,N/A,0,N/A,N/A,998.6
Water vapor (20C Saturated) (CHT).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,False,0.018228,N/A,N/A,N/A,1.9059,N/A,0,N/A,N/A,0.017324
Water.mtd,78,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.6,N/A,N/A,N/A,4.2,N/A,N/A,N/A,N/A,1000
Wood.mtd,1,1,N/A,0.0,0.0,N/A,None,N/A,N/A,True,0.2,N/A,N/A,N/A,2.0,N/A,N/A,N/A,N/A,500
Zinc.mtd,1,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,116,N/A,N/A,N/A,0.39,31,N/A,96.5,0.32,7100
